"name","technology","fuel","nameplate_capacity_mw","status","planning_status","country","admin_division_level_1","date_commercial_operation","date_end_operation","geom_point","latitude","longitude","geom_area","website","note"
Clements Gap - BESS,Storage - Battery,Other - Other,60.0,Development,,Australia,South Australia,"2025-01-09",,,,,,,
Clements Gap Wind Farm,Wind Turbine - Onshore,Wind - Wind,56.7,Operational,,Australia,South Australia,"2010-02-01",,POINT (138.11917519 -33.50856771),-33.50856771,138.11917519,,,
Clermont Solar Farm,Solar PV - Single axis tracking,Solar - Solar,92.5,Operational,,Australia,Queensland,"2019-01-03",,POINT (147.58552341 -22.84464393),-22.84464393,147.58552341,,,
Clover,Hydro - Dam,Hydro - Water,29.0,Operational,,Australia,Victoria,,,POINT (147.220466 -36.785281),-36.785281,147.220466,,,
Club Merrylands,Other - Other,Fossil - Diesel,,Operational,,Australia,New South Wales,,,,,,,,
Cluny,Hydro - Dam,Hydro - Water,19.0,Operational,,Australia,Tasmania,,,POINT (146.68116232 -42.50642303),-42.50642303,146.68116232,,,
Codrington Wind Farm,Wind Turbine - Onshore,Wind - Wind,18.2,Operational,,Australia,Victoria,"2001-07-01",,POINT (141.95472867 -38.28351623),-38.28351623,141.95472867,,,
Cohuna Solar Farm,Solar PV - Single axis tracking,Solar - Solar,31.16,Operational,,Australia,Victoria,,,,,,,,
Coleambally BESS,Storage - Battery,Other - Other,100.0,Development,,Australia,New South Wales,,,,,,,,
Coleambally Solar Farm,Solar PV - Single axis tracking,Solar - Solar,150.3,Operational,,Australia,New South Wales,,,POINT (145.95339659 -34.74343877),-34.74343877,145.95339659,,,
Collector Wind Farm,Wind Turbine - Onshore,Wind - Wind,226.8,Operational,,Australia,New South Wales,"2020-12-01",,POINT (149.39398 -34.8405),-34.8405,149.39398,,,
Collgar Wind Farm,Wind Turbine - Onshore,Wind - Wind,222.0,Operational,,Australia,Western Australia,"2011-10-01",,POINT (118.4565537471923 -31.542447071074434),-31.542447071074434,118.4565537471923,,https://www.collgar.com.au/collgar-wind-farm,
Collinsville Coal Fired Power Station Project,Other - Other,Fossil - Black Coal,990.0,Development,,Australia,Queensland,,,,,,,,
Collinsville Green Energy Hub,Wind Turbine - Onshore,Wind - Wind,2839.2,Development,,Australia,Queensland,,,POINT (147.8 -20.5),-20.5,147.8,,,
Collinsville North Battery Project,Storage - Battery,Other - Other,100.0,Development,,Australia,Queensland,"2026-01-12",,POINT (147.807705 -20.52800405),-20.52800405,147.807705,,,
Collinsville PV,Solar PV - Fixed,Solar - Solar,42.5,Operational,,Australia,Queensland,"2018-01-08",,POINT (147.810373 -20.546114),-20.546114,147.810373,,,
Colongra 1,Turbine - OCGT,Fossil - Natural Gas Pipeline,181.0,Operational,,Australia,New South Wales,,,POINT (151.544785 -33.209869),-33.209869,151.544785,,,
Colongra 2,Turbine - OCGT,Fossil - Natural Gas Pipeline,181.0,Operational,,Australia,New South Wales,,,POINT (151.544785 -33.209869),-33.209869,151.544785,,,
Colongra 3,Turbine - OCGT,Fossil - Natural Gas Pipeline,181.0,Operational,,Australia,New South Wales,,,POINT (151.544785 -33.209869),-33.209869,151.544785,,,
Colongra 4,Turbine - OCGT,Fossil - Natural Gas Pipeline,181.0,Operational,,Australia,New South Wales,,,POINT (151.544785 -33.209869),-33.209869,151.544785,,,
Columboola BESS,Storage - Battery,Other - Other,700.0,Development,,Australia,Queensland,,,,,,,,
Columboola Solar Farm,Solar PV - Single axis tracking,Solar - Solar,217.25,Operational,,Australia,Queensland,"2023-01-10",,,,,,,
Condamine A,Turbine - CCGT,Fossil - Coal Seam Methane,87.4,Operational,,Australia,Queensland,,,POINT (150.27001447 -26.66822221),-26.66822221,150.27001447,,,
Condamine A,Turbine - Steam Sub Critical,Fossil - Coal Seam Methane,57.0,Operational,,Australia,Queensland,,,POINT (150.27001447 -26.66822221),-26.66822221,150.27001447,,,
Condong,Turbine - Steam Sub Critical,Renewable Biomass or Waste - Bagasse,30.0,Operational,,Australia,New South Wales,,,POINT (153.43411 -28.3138019999999),-28.3138019999999,153.43411,,,
Cooba Solar Farm,Solar PV - Single axis tracking,Solar - Solar,270.0,Development,,Australia,Victoria,"2026-01-12",,,,,,,
Cooberpedy Hybrid Renewable Power Station - Wind Farm,Wind Turbine - Onshore,Wind - Wind,4.1,Operational,,Australia,South Australia,"2017-01-01",,POINT (134.7700733 -29.0221563),-29.0221563,134.7700733,,https://edlenergy.com/project/coober-pedy/,Estimated dates
Cooberpedy Wind Turbine,Wind Turbine - Onshore,Wind - Wind,0.15,Decommissioned,,Australia,South Australia,"1991-01-01","2017-01-01",POINT (134.7722293228712 -29.02216745805923),-29.02216745805923,134.7722293228712,,https://www.cooberpedy.com/wind-turbine-generator/,Estimated dates; estimated location
Cooma BESS (ACEN),Storage - Battery,Other - Other,80.0,Development,,Australia,New South Wales,,,,,,,,
Cooma Solar Farm,Solar PV - Single axis tracking,Solar - Solar,260.0,Development,,Australia,New South Wales,,,,,,,,
Cooma Solar Farm (ACEN),Solar PV - Fixed,Solar - Solar,100.0,Development,,Australia,New South Wales,,,POINT (145.4665232 -17.04705067),-17.04705067,145.4665232,,,
Cooma Solar Farm (Lightsource),Solar PV - Fixed,Solar - Solar,100.0,Development,,Australia,New South Wales,,,,,,,,
Coonooer Bridge Wind Farm,Wind Turbine - Onshore,Wind - Wind,19.8,Operational,,Australia,Victoria,"2016-01-01",,POINT (143.3801646981259 -36.415277976600365),-36.415277976600365,143.3801646981259,,,
Coopers Co-gen,Turbine - CCGT,Fossil - Natural Gas Pipeline,4.4,Operational,,Australia,South Australia,,,,,,,,
Coopers Gap Wind Farm,Wind Turbine - Onshore,Wind - Wind,452.89,Operational,,Australia,Queensland,"2022-04-01",,POINT (151.47455906310847 -26.734733108494428),-26.734733108494428,151.47455906310847,,,TODO check if this was the abandoned Crows Nest Wind Farm
Cooroy BESS,Storage - Battery,Other - Other,100.0,Development,,Australia,Queensland,,,,,,,,
Copeton,Hydro - Dam,Hydro - Water,20.0,Operational,,Australia,New South Wales,,,POINT (150.923462 -29.910198),-29.910198,150.923462,,,
Coppabella Wind Farm,Wind Turbine - Onshore,Wind - Wind,289.8,Development,,Australia,New South Wales,,,,,,,,
Copping Renewable Energy Facility,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,2.12,Operational,,Australia,Tasmania,,,,,,,,
Coral Bay Wind Farm,Wind Turbine - Onshore,Wind - Wind,0.825,Operational,,Australia,Western Australia,"2006-10-01",,POINT (113.7719408 -23.1544132),-23.1544132,113.7719408,,,
Corio,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,1.0,Operational,,Australia,Victoria,,,,,,,,
Corop BESS,Storage - Battery,Other - Other,400.0,Development,,Australia,Victoria,,,,,,,,
Corop Solar Farm,Solar PV - Fixed,Solar - Solar,400.0,Development,,Australia,Victoria,,,,,,,,
Corowa Solar Farm,Solar PV - Single axis tracking,Solar - Solar,36.01,Operational,,Australia,New South Wales,"2021-01-09",,POINT (146.359651 -35.978802),-35.978802,146.359651,,,
Cranbourne BESS (Macquarie),Storage - Battery,Other - Other,150.0,Development,,Australia,Victoria,,,,,,,,
Crediton Wind Farm,Wind Turbine - Onshore,Wind - Wind,40.0,Abandoned,,Australia,Queensland,,,POINT (148.54 -21.215),-21.215,148.54,,https://en.wikipedia.org/wiki/List_of_wind_farms_in_Queensland,Source: https://en.wikipedia.org/wiki/List_of_wind_farms_in_Queensland
Crookwell 2 Wind Farm,Wind Turbine - Onshore,Wind - Wind,96.04,Operational,,Australia,New South Wales,"2018-09-01",,POINT (149.60967120150264 -34.55681478527643),-34.55681478527643,149.60967120150264,,,
Crookwell 3 Wind Farm,Wind Turbine - Onshore,Wind - Wind,57.6,Development,,Australia,New South Wales,"2024-01-06",,,,,,,
Crookwell Wind Farm,Wind Turbine - Onshore,Wind - Wind,4.8,Operational,,Australia,New South Wales,"1998-08-01",,POINT (149.5422782 -34.5170429),-34.5170429,149.5422782,,,
Cross Roads Energy Solar Farm,Solar PV - Fixed,Solar - Solar,650.0,Development,,Australia,Queensland,,,,,,,,
Crowlands Wind Farm,Wind Turbine - Onshore,Wind - Wind,79.95,Operational,,Australia,Victoria,"2019-01-01",,POINT (143.1537151 -37.12155984),-37.12155984,143.1537151,,,
Crown Melbourne,Reciprocating Engine - Spark ignition,Fossil - Natural Gas Pipeline,5.58,Operational,,Australia,Victoria,,,,,,,,
Crudine Ridge Wind Farm,Wind Turbine - Onshore,Wind - Wind,141.71,Operational,,Australia,New South Wales,"2022-06-01",,POINT (149.67865835322294 -32.910383576821054),-32.910383576821054,149.67865835322294,,,
Culcairn Solar Farm,Solar PV - Single axis tracking,Solar - Solar,,Development,,Australia,New South Wales,,,,,,,,
Cullerin Range Wind Farm,Wind Turbine - Onshore,Wind - Wind,30.0,Operational,,Australia,New South Wales,"2009-07-01",,POINT (149.40012958 -34.80498162),-34.80498162,149.40012958,,,
Cultana Solar Farm,Solar PV - Single axis tracking,Solar - Solar,357.45,Development,,Australia,South Australia,"2026-01-07",,,,,,,
Dalby Solar Farm,Solar PV - Fixed,Solar - Solar,4.94,Development,,Australia,Queensland,,,,,,,,
Dalrymple BESS,Storage - Battery,Other - Other,30.0,Operational,,Australia,South Australia,,,POINT (137.743564 -34.933975),-34.933975,137.743564,,,
Dalvui BESS,Storage - Battery,Other - Other,200.0,Development,,Australia,Victoria,,,,,,,,
Darling Downs,Turbine - CCGT,Fossil - Coal Seam Methane,644.5,Operational,,Australia,Queensland,,,POINT (150.89415753 -27.11686167),-27.11686167,150.89415753,,,
Darling Downs Battery,Storage - Battery,Other - Other,250.0,Development,,Australia,Queensland,"2027-01-03",,,,,,,
Darling Downs BESS (APA),Storage - Battery,Other - Other,200.0,Development,,Australia,Queensland,,,POINT (150.8788432 -27.11304799),-27.11304799,150.8788432,,,
Darling Downs Solar Farm,Solar PV - Fixed,Solar - Solar,121.0,Operational,,Australia,Queensland,,,POINT (150.881921 -27.112668),-27.112668,150.881921,,,
Darlington Point Energy Storage System,Storage - Battery,Other - Other,25.0,Operational,,Australia,New South Wales,"2023-01-08",,,,,,,
Darlington Point Solar Farm,Solar PV - Single axis tracking,Solar - Solar,274.97,Operational,,Australia,New South Wales,"2021-01-04",,POINT (146.054976 -34.647597),-34.647597,146.054976,,,
Darlington Wind Farm - GPG,Wind Turbine - Onshore,Wind - Wind,360.0,Development,,Australia,Victoria,,,,,,,,
Daroobalgie Solar Farm,Solar PV - Single axis tracking,Solar - Solar,,Development,,Australia,New South Wales,,,,,,,,
Dartmouth,Hydro - Dam,Hydro - Water,185.0,Operational,,Australia,Victoria,,,POINT (147.52058 -36.5564289999999),-36.5564289999999,147.52058,,,
Davenport BESS,Storage - Battery,Other - Other,270.0,Development,,Australia,South Australia,,,,,,,,
Daydream Solar Farm,Solar PV - Single axis tracking,Solar - Solar,167.75,Operational,,Australia,Queensland,,,POINT (147.77066064 -20.49473778),-20.49473778,147.77066064,,,
De Bortoli Wines,Solar PV - Fixed,Solar - Solar,0.23,Operational,,Australia,New South Wales,,,,,,,,
Deal 1 (West) Off Shore Wind Farm,Wind Turbine - Offshore,Wind - Wind,2970.0,Development,,Australia,Victoria,,,,,,,,
Deal 2 (East) Off Shore Wind Farm,Wind Turbine - Offshore,Wind - Wind,2968.0,Development,,Australia,Victoria,,,,,,,,
Dederang BESS,Storage - Battery,Other - Other,200.0,Development,,Australia,Victoria,,,,,,,,
Dederang BESS (Trina),Storage - Battery,Other - Other,500.0,Development,,Australia,Victoria,,,,,,,,
Delburn Wind Farm,Wind Turbine - Onshore,Wind - Wind,205.0,Development,,Australia,Victoria,,,,,,,,
Denham Wind Farm,Wind Turbine - Onshore,Wind - Wind,0.92,Operational,,Australia,Western Australia,"1998-01-01",,POINT (113.5486894 -25.9116328),-25.9116328,113.5486894,,https://www.horizonpower.com.au/about-us/news-announcements/wind-energy-options-to-be-explored-in-denham/,""" A single 230kW Enercon wind turbine was first installed in 1998. Two similar turbines were added in late 1999, and a further 330kW Enercon turbine was added in 2007. ""
https://comagecontra.net/Australia/WindWA.html"
Deniliquin BESS - Storage,Storage - Battery,Other - Other,150.0,Development,,Australia,New South Wales,,,,,,,,
Deniliquin East BESS,Storage - Battery,Other - Other,100.0,Development,,Australia,New South Wales,"2025-01-07",,,,,,,
Denmark Community Windfarm,Wind Turbine - Onshore,Wind - Wind,1.6,Operational,,Australia,Western Australia,"2013-02-20",,POINT (117.3302306 -35.0335904),-35.0335904,117.3302306,,https://www.dcw.net.au/index.htm,
Derby Solar Farm,Solar PV - Single axis tracking,Solar - Solar,95.1,Development,,Australia,Victoria,"2025-01-03",,,,,,,
Derwent Valley Wind Farm,Wind Turbine - Onshore,Wind - Wind,150.0,Development,,Australia,Tasmania,,,,,,,,
Devils Gate,Hydro - Dam,Hydro - Water,60.0,Operational,,Australia,Tasmania,,,POINT (146.263167 -41.350467),-41.350467,146.263167,,,
DHL6 Solar Horsley Park,Solar PV - Fixed,Solar - Solar,0.1,Operational,,Australia,New South Wales,,,,,,,,
Diapur (Nhill) Wind Farm,Wind Turbine - Onshore,Wind - Wind,8.0,Operational,,Australia,Victoria,"2021-10-01",,POINT (141.44746085887584 -36.34279402709895),-36.34279402709895,141.44746085887584,,https://diapurwindfarm.com.au/,TODO Also known as Nhill Wind Farm
Dinawan Energy Hub - BESS,Storage - Battery,Other - Other,300.0,Development,,Australia,New South Wales,"2027-01-09",,,,,,,
Dinawan Energy Hub - Solar,Solar PV - Single axis tracking,Solar - Solar,450.0,Development,,Australia,New South Wales,"2028-01-09",,,,,,,
Dinawan Energy Hub - Wind,Wind Turbine - Onshore,Wind - Wind,772.0,Development,,Australia,New South Wales,"2027-01-09",,,,,,,
Dingo Solar Farm,Solar PV - Fixed,Solar - Solar,85.0,Development,,Australia,Queensland,,,POINT (149.3995471 -23.65110589),-23.65110589,149.3995471,,,
Direk BESS,Storage - Battery,Other - Other,20.0,Development,,Australia,South Australia,,,,,,,,
Drayton's Family Wines Solar,Solar PV - Fixed,Solar - Solar,0.2,Operational,,Australia,New South Wales,,,,,,,,
Dry Creek BESS,Storage - Battery,Other - Other,55.0,Development,,Australia,South Australia,,,,,,,,
Dry Creek GT 1,Turbine - OCGT,Fossil - Natural Gas Pipeline,52.0,Operational,,Australia,South Australia,,,POINT (138.581758 -34.847463),-34.847463,138.581758,,,
Dry Creek GT 2,Turbine - OCGT,Fossil - Natural Gas Pipeline,52.0,Operational,,Australia,South Australia,,,POINT (138.581758 -34.847463),-34.847463,138.581758,,,
Dry Creek GT 3,Turbine - OCGT,Fossil - Natural Gas Pipeline,52.0,Operational,,Australia,South Australia,,,POINT (138.581758 -34.847463),-34.847463,138.581758,,,
Drysdale,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,1.06,Operational,,Australia,Victoria,,,,,,,,
Dulacca Solar,Solar PV - Single axis tracking,Solar - Solar,96.99,Development,,Australia,Queensland,,,POINT (149.8587083 -26.62305983),-26.62305983,149.8587083,,,
Dulacca Wind Farm,Wind Turbine - Onshore,Wind - Wind,172.99,Operational,,Australia,Queensland,"2024-01-01",,POINT (149.86706836877096 -26.63190124820906),-26.63190124820906,149.86706836877096,,https://www.dulaccawindfarm.com.au/projectsummary,
Dumaresq Solar Farm,Solar PV - Single axis tracking,Solar - Solar,188.0,Development,,Australia,New South Wales,,,,,,,,
Dunblane Solar Farm,Solar PV - Fixed,Solar - Solar,7.2,Operational,,Australia,Queensland,"2017-01-12",,,,,,,
Dundonnell Wind Farm,Wind Turbine - Onshore,Wind - Wind,336.0,Operational,,Australia,Victoria,"2022-01-06",,POINT (142.95180322664632 -37.86572298592945),-37.86572298592945,142.95180322664632,,,
Dunedoo Solar Farm,Solar PV - Single axis tracking,Solar - Solar,55.0,Development,,Australia,New South Wales,,,,,,,,
"Dungowan 3,000 MWH PHES   ",Storage - Pumped hydro,Hydro - Water,300.0,Development,,Australia,New South Wales,"2030-01-03",,,,,,,
Dunmore BESS,Storage - Battery,Other - Other,100.0,Development,,Australia,Queensland,,,,,,,,
Dunmore Solar Farm,Solar PV - Fixed,Solar - Solar,100.0,Development,,Australia,Queensland,,,,,,,,
Dunmore Solar PV,Storage - Battery,Other - Other,200.0,Development,,Australia,Queensland,,,,,,,,
Dunmore Solar PV,Solar PV - Single axis tracking,Solar - Solar,400.0,Development,,Australia,Queensland,,,,,,,,
Dysart Solar Farm RED,Solar PV - Fixed,Solar - Solar,100.0,Development,,Australia,Queensland,,,POINT (145.3847598 -17.05059548),-17.05059548,145.3847598,,,
Earthpower Technologies Sydney,Reciprocating Engine - Spark ignition,Other - Other,3.9,Operational,,Australia,New South Wales,,,,,,,,
Eastern Creek,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,5.06,Operational,,Australia,New South Wales,,,POINT (150.8537017 -33.81415696),-33.81415696,150.8537017,,,
Eastern Creek 2 Gas Utilisation Facility,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,6.74,Operational,,Australia,New South Wales,,,,,,,,
Eastern Rise Offshore Wind ,Wind Turbine - Offshore,Wind - Wind,1725.0,Development,,Australia,New South Wales,"2033-01-06",,,,,,,
Edderton Hybrid Faciility - Solar,Solar PV - Fixed,Solar - Solar,350.28,Development,,Australia,New South Wales,,,,,,,,
Edderton Hybrid Facility - BESS,Storage - Battery,Other - Other,350.0,Development,,Australia,New South Wales,,,,,,,,
Eden Offshore Wind Farm,Wind Turbine - Offshore,Wind - Wind,2000.0,Development,,Australia,New South Wales,"2034-01-01",,,,,,,
Edenvale Solar Park,Solar PV - Single axis tracking,Solar - Solar,180.0,Operational,,Australia,Queensland,"2024-01-03",,,,,,,
Eildon 1,Hydro - Dam,Hydro - Water,60.0,Operational,,Australia,Victoria,,,POINT (145.92145236 -37.22200534),-37.22200534,145.92145236,,https://www.agl.com.au/about-agl/how-we-source-energy/hydroelectric-power-stations,
Eildon 2,Hydro - Dam,Hydro - Water,60.0,Operational,,Australia,Victoria,,,POINT (145.92145236 -37.22200534),-37.22200534,145.92145236,,https://www.agl.com.au/about-agl/how-we-source-energy/hydroelectric-power-stations,
Eildon Pondage Power Station (EPPS),Hydro - Run of River,Hydro - Water,4.5,Operational,,Australia,Victoria,,,POINT (145.92145236 -37.22200534),-37.22200534,145.92145236,,,
Elaine BESS,Storage - Battery,Other - Other,298.0,Development,,Australia,Victoria,,,,,,,,
Elaine Solar Farm & BESS Hybrid,Solar PV - Fixed,Solar - Solar,125.0,Development,,Australia,Victoria,,,,,,,,
Emerald Solar Park,Solar PV - Single axis tracking,Solar - Solar,72.0,Operational,,Australia,Queensland,"2019-01-02",,POINT (148.13471483 -23.5083648),-23.5083648,148.13471483,,,
Emeroo BESS,Storage - Battery,Other - Other,,Development,,Australia,South Australia,,,,,,,,
Emu Downs Solar Farm,Solar PV - Single axis tracking,Solar - Solar,,Operational,,Australia,Western Australia,,,POINT (115.4162424 -30.4891741),-30.4891741,115.4162424,,https://www.apa.com.au/our-services/other-energy-services/wind-and-solar-farms/emu-downs-solar-farm/,
Emu Downs Wind Farm,Wind Turbine - Onshore,Wind - Wind,79.2,Operational,,Australia,Western Australia,"2006-10-01",,POINT (115.355351 -30.4904682),-30.4904682,115.355351,,,
Epworth Hospital - East Melbourne - Freemasons,Reciprocating Engine - Compression ignition,Fossil - Diesel,1.76,Operational,,Australia,Victoria,,,,,,,,
Epworth Hospital - Geelong - Waurn Ponds,Reciprocating Engine - Compression ignition,Fossil - Diesel,3.0,Operational,,Australia,Victoria,,,,,,,,
Eraring 1,Turbine - Steam Sub Critical,Fossil - Black Coal,720.0,Operational,,Australia,New South Wales,,"2026-07-08",POINT (151.52233007 -33.06174875),-33.06174875,151.52233007,,,
Eraring 2,Turbine - Steam Sub Critical,Fossil - Black Coal,720.0,Operational,,Australia,New South Wales,,"2026-07-08",POINT (151.52233007 -33.06174875),-33.06174875,151.52233007,,,
Eraring 3,Turbine - Steam Sub Critical,Fossil - Black Coal,720.0,Operational,,Australia,New South Wales,,"2026-07-08",POINT (151.52233007 -33.06174875),-33.06174875,151.52233007,,,
Eraring 4,Turbine - Steam Sub Critical,Fossil - Black Coal,720.0,Operational,,Australia,New South Wales,,"2026-07-08",POINT (151.52233007 -33.06174875),-33.06174875,151.52233007,,,
Eraring Big Battery 1,Storage - Battery,Other - Other,460.0,Development,,Australia,New South Wales,"2025-01-12",,,,,,,
Eraring Big Battery 2,Storage - Battery,Other - Other,240.0,Feasibility,,Australia,New South Wales,,,,,,,,
Eraring GT,Turbine - OCGT,Fossil - Diesel,41.5,Operational,,Australia,New South Wales,,,POINT (151.52233007 -33.06174875),-33.06174875,151.52233007,,,
Esperance Hybrid Power Station - BESS,Storage - Battery,Other - Other,5.6,Operational,,Australia,Western Australia,,,,,,,,
Esperance Hybrid Power Station - Gas,Turbine - Other,Fossil - Natural Gas,22.0,Operational,,Australia,Western Australia,,,,,,,,
Esperance Hybrid Power Station - Solar,Solar PV - Single axis tracking,Solar - Solar,4.0,Operational,,Australia,Western Australia,,,POINT (121.8377809 -33.7588564),-33.7588564,121.8377809,,,
Esperance Hybrid Power Station - Wind,Wind Turbine - Onshore,Wind - Wind,9.0,Operational,,Australia,Western Australia,"2022-05-01",,POINT (121.8403504 -33.7546016),-33.7546016,121.8403504,,,
Eurimbula Hybrid Facility - Battery Storage,Storage - Battery,Other - Other,666.0,Development,,Australia,Queensland,"2026-01-06",,,,,,,
Eurimbula Solar Farm,Solar PV - Single axis tracking,Solar - Solar,,Development,,Australia,Queensland,,,,,,,,
Euston Wind Farm,Wind Turbine - Onshore,Wind - Wind,330.0,Development,,Australia,New South Wales,,,,,,,,
Exmoor,Wind Turbine - Onshore,Wind - Wind,144.0,Development,,Australia,South Australia,,,,,,,,
Exmouth Advance Mini Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Unknown,,Australia,Western Australia,"2001-01-01",,POINT (114.1335056480001 -21.812631499999952),-21.812631499999952,114.1335056480001,,,Estimated operation date
Ferguson South Wind Farm,Wind Turbine - Onshore,Wind - Wind,8.0,Development,,Australia,Victoria,,,,,,,,
Ferguson Wind Farm,Wind Turbine - Onshore,Wind - Wind,12.0,Operational,,Australia,Victoria,"2021-04-01",,POINT (143.179524 -38.611251),-38.611251,143.179524,,,
Fiery Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,200.0,Development,,Australia,Queensland,,,POINT (148.660244 -21.503165),-21.503165,148.660244,,,
Finley Solar Farm,Solar PV - Single axis tracking,Solar - Solar,162.36,Operational,,Australia,New South Wales,"2019-01-11",,POINT (145.508523 -35.644788),-35.644788,145.508523,,,
Fisher,Hydro - Dam,Hydro - Water,43.2,Operational,,Australia,Tasmania,,,POINT (146.26868395 -41.67319259),-41.67319259,146.26868395,,,
Flavorite Marketing,Solar PV - Fixed,Solar - Solar,0.15,Operational,,Australia,Victoria,,,,,,,,
Flinders Island Wind Farm,Wind Turbine - Onshore,Wind - Wind,0.9,Operational,,Australia,Tasmania,"2017-01-01",,POINT (148.0290642 -40.1161885),-40.1161885,148.0290642,,https://www.hydro.com.au/clean-energy/our-power-stations/wind-power,TODO Check Location
Flyers Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,145.54,Development,,Australia,New South Wales,"2023-01-12",,,,,,,
Forbes Solar Farm,Solar PV - Fixed,Solar - Solar,120.0,Development,,Australia,New South Wales,,,,,,,,
Forest Glen Solar Farm ,Solar PV - Single axis tracking,Solar - Solar,90.0,Development,,Australia,New South Wales,,,,,,,,
Forest Wind,Wind Turbine - Onshore,Wind - Wind,1200.0,Development,,Australia,Queensland,,,POINT (152.797592 -25.800837),-25.800837,152.797592,,,
Forsayth Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,Queensland,,,,,,,,
Fosterville SF and BESS - BESS,Storage - Battery,Solar - Solar,119.0,Development,,Australia,Victoria,,,,,,,,
Fosterville SF and BESS - Solar,Solar PV - Single axis tracking,Solar - Solar,80.5,Development,,Australia,Victoria,,,,,,,,
FPC Green Energy,Turbine - Steam Sub Critical,Renewable Biomass or Waste - Wood,30.0,Operational,,Australia,Queensland,,,,,,,,
Fraser Coast Community Solar Farm,Solar PV - Fixed,Solar - Solar,0.4,Operational,,Australia,Queensland,,,,,,,,
Fraser Coast Solar Park,Solar PV - Single axis tracking,Solar - Solar,350.0,Development,,Australia,Queensland,,,,,,,,
Frasers Solar Farm,Solar PV - Single axis tracking,Solar - Solar,77.0,Development,,Australia,Victoria,"2025-01-10",,,,,,,
Fulham Solar Farm - BESS,Storage - Battery,Solar - Solar,64.8,Development,,Australia,Victoria,,,,,,,,
Fulham Solar Farm - Solar,Solar PV - Single axis tracking,Solar - Solar,100.8,Development,,Australia,Victoria,,,,,,,,
Galore Hybrid Facility - Battery,Storage - Battery,Other - Other,349.92,Development,,Australia,New South Wales,,,,,,,,
Galore Hybrid Facility - Solar,Solar PV - Fixed,Solar - Solar,380.16,Development,,Australia,New South Wales,,,,,,,,
Gangarri Solar Farm,Solar PV - Single axis tracking,Solar - Solar,162.0,Operational,,Australia,Queensland,,,POINT (149.748705 -26.267891),-26.267891,149.748705,,,
Gannawarra Energy Storage System,Storage - Battery,Other - Other,25.33,Operational,,Australia,Victoria,,,POINT (143.779971 -35.734305),-35.734305,143.779971,,,
Gannawarra Solar Farm,Solar PV - Single axis tracking,Solar - Solar,55.0,Operational,,Australia,Victoria,,,POINT (143.45531935 -35.67615395),-35.67615395,143.45531935,,,
Gayndah Wind Farm,Wind Turbine - Onshore,Wind - Wind,560.0,Development,,Australia,Queensland,,,,,,,,
George Town Battery System,Storage - Battery,Other - Other,70.0,Development,,Australia,Tasmania,,,,,,,,
George Town Wind Farm,Wind Turbine - Onshore,Wind - Wind,232.0,Development,,Australia,Tasmania,,,,,,,,
GEP - NMLLY1,Wind Turbine - Offshore,Wind - Wind,1012.0,Development,,Australia,New South Wales,,,,,,,,
GEP - NWNG2,Wind Turbine - Offshore,Wind - Wind,2990.0,Development,,Australia,New South Wales,,,,,,,,
GEP - QRNB1,Wind Turbine - Offshore,Wind - Wind,1012.0,Development,,Australia,Queensland,,,,,,,,
GEP - SRBE1,Wind Turbine - Offshore,Wind - Wind,2001.0,Development,,Australia,South Australia,,,,,,,,
GEP - TNTH1,Wind Turbine - Offshore,Wind - Wind,1012.0,Development,,Australia,Tasmania,,,,,,,,
GEP - TNTH2,Wind Turbine - Offshore,Wind - Wind,1012.0,Development,,Australia,Tasmania,,,,,,,,
GEP - VAGL1,Wind Turbine - Offshore,Wind - Wind,805.0,Development,,Australia,Victoria,,,,,,,,
GEP - VBGL1,Wind Turbine - Offshore,Wind - Wind,3197.0,Development,,Australia,Victoria,,,,,,,,
GEP - VPTL2,Wind Turbine - Offshore,Wind - Wind,2530.0,Development,,Australia,Victoria,,,,,,,,
GEP - VSIR3,Wind Turbine - Offshore,Wind - Wind,3197.0,Development,,Australia,Victoria,,,,,,,,
GEP - VSIR4,Wind Turbine - Offshore,Wind - Wind,3197.0,Development,,Australia,Victoria,,,,,,,,
Geranium Plains Solar and BESS - BESS,Storage - Battery,Other - Other,150.0,Development,,Australia,South Australia,,,,,,,,
Geranium Plains Solar and BESS - Solar,Solar PV - Single axis tracking,Solar - Solar,250.0,Development,,Australia,South Australia,,,,,,,,
German Creek,Reciprocating Engine - Spark ignition,Fossil - Waste Coal Mine Gas,45.01,Operational,,Australia,Queensland,,,POINT (148.551497 -22.928147),-22.928147,148.551497,,,
Gidginbung,Solar PV - Fixed,Solar - Solar,15.0,Development,,Australia,New South Wales,,,,,,,,
Gin Gin BESS,Storage - Battery,Other - Other,250.0,Development,,Australia,Queensland,,,,,,,,
