"name","technology","fuel","nameplate_capacity_mw","status","planning_status","country","admin_division_level_1","date_commercial_operation","date_end_operation","geom_point","latitude","longitude","geom_area","website","note","geom_multipoint","wind_turbine_oem","wind_turbine_model","wind_turbine_type","wind_turbine_rating_mw","wind_turbine_hub_height_m","wind_turbine_qty"
Salmon Beach Wind Farm,Wind Turbine - Onshore,Wind - Wind,0.36,Decommissioned,,Australia,Western Australia,1987-01-03,,POINT (121.855133 -33.8830486),,,,https://www.synergy.net.au/Blog/2018/07/History-of-wind-farms-in-WA,,,{Westwind},"{""Westwind 60kW""}",{},{0.06},{},{6}
Salt Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,54.0,Operational,,Australia,Victoria,,,POINT (142.7734725302649 -37.93069476034897),-37.9267551,142.7714791,,,,"MULTIPOINT ((142.7722031 -37.9289627), (142.7750891 -37.9253233), (142.7811041 -37.9250728), (142.787558 -37.9247265), (142.7857928 -37.9217131), (142.7782741 -37.9209395), (142.7730717 -37.9187806), (142.77918 -37.9159144), (142.7857554 -37.9167838), (142.7816271 -37.9126795), (142.7846813 -37.9082213), (142.7815337 -37.9026942), (142.7880334 -37.9044446), (142.7914532 -37.9083513), (142.7876267 -37.9119321))",{Vestas},"{"" V126,3.6MW""}","{""""}",{3.6},{},{15}
Sapphire Wind Farm,Wind Turbine - Onshore,Wind - Wind,270.0,Operational,,Australia,New South Wales,,,POINT (151.41194016 -29.69972586),-29.69972586,151.4119402,,,,"MULTIPOINT ((151.41032073564833 -29.699446646487345), (151.4816165 -29.7342998), (151.4849424 -29.7410073), (151.4955103 -29.7351103), (151.4944911 -29.7373275), (151.4947057 -29.739554), (151.4882469 -29.7432616), (151.4921093 -29.7445471), (151.4941907 -29.7470715), (151.499244 -29.7496518), (151.4989543 -29.7522412), (151.4240455 -29.6665387), (151.4264917 -29.6707896), (151.4146041 -29.6684777), (151.4077377 -29.6664268), (151.4048624 -29.6740337), (151.4149046 -29.671349), (151.416192 -29.6739964), (151.4135742 -29.6819756), (151.4149904 -29.679813), (151.4218998 -29.6794029), (151.3826322 -29.68164), (151.3823318 -29.6842872), (151.3837909 -29.6864869), (151.3860011 -29.689339), (151.3923526 -29.69193), (151.3961506 -29.6855175), (151.3982749 -29.687885), (151.3999271 -29.6899168), (151.401279 -29.6944464), (151.4039182 -29.6919486), (151.4069009 -29.6949497), (151.4080167 -29.6972237), (151.3928031 -29.6680303), (151.3976097 -29.6632571), (151.3985967 -29.6599754), (151.3944768 -29.6577751), (151.4116001 -29.6640402), (151.3990688 -29.7156004), (151.3953352 -29.7134759), (151.393876 -29.710904), (151.3961505 -29.7017716), (151.5035891 -29.754989), (151.5050912 -29.7479751), (151.5064967 -29.7437926), (151.4482176 -29.7158007), (151.4389157 -29.7121713), (151.4462328 -29.7136436), (151.4508462 -29.7177249), (151.4520049 -29.720986), (151.4530992 -29.7233526), (151.4586997 -29.7259055), (151.4607811 -29.7291478), (151.4624333 -29.7313465), (151.4639139 -29.7341414), (151.4683556 -29.742358), (151.4667678 -29.7389671), (151.4647078 -29.7368617), (151.4562106 -29.7373461), (151.4541936 -29.7400477), (151.4418554 -29.7415569), (151.4459538 -29.7431964), (151.4484215 -29.735073), (151.4446234 -29.7329489), (151.4377999 -29.7399918), (151.4359331 -29.7377933), (151.4330148 -29.735427), (151.4318347 -29.7330235), (151.429367 -29.7309738), (151.4282512 -29.7287379), (151.4288521 -29.725831), (151.4284873 -29.7232781), (151.4264059 -29.7205388), (151.4268994 -29.7181162), (151.4228868 -29.7162899))",{Vestas},"{"" V126/3400""}","{""""}",{3.6},{},{75}
Seadragon offshore wind project,Wind Turbine - Offshore,Wind - Wind,1500.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Seaspray Off Shore Wind Farm,Wind Turbine - Offshore,Wind - Wind,3000.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Seymour Wind Farm,Wind Turbine - Onshore,Wind - Wind,600.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Silverton Wind Farm,Wind Turbine - Onshore,Wind - Wind,198.94,Operational,,Australia,New South Wales,2020-01-12,,POINT (141.26864635 -31.80676069),-31.80676069,141.2686464,,https://www.agl.com.au/about-agl/how-we-source-energy/silverton-wind-farm,,"MULTIPOINT ((141.2635817 -31.8109549), (141.2652996 -31.8155636), (141.2674534 -31.817886), (141.2392607 -31.8251881), (141.2357014 -31.8361539), (141.2393492 -31.8293016), (141.2469104 -31.820817), (141.2426323 -31.8207782), (141.2402317 -31.8216192), (141.2411839 -31.813886), (141.3281384 -31.7436996), (141.2449551 -31.7852976), (141.2488228 -31.7996944), (141.2529373 -31.7920437), (141.2446895 -31.7758193), (141.241774 -31.7771236), (141.2417069 -31.7840801), (141.2317988 -31.7779672), (141.2355137 -31.7798666), (141.2128973 -31.7971275), (141.209747 -31.7899178), (141.218715 -31.7946381), (141.2233955 -31.79555), (141.234363 -31.7997491), (141.2304094 -31.8045771), (141.2428093 -31.8113857), (141.248163 -31.8042261), (141.3135606 -31.7335624), (141.3203868 -31.7272295), (141.3204378 -31.739482), (141.330657 -31.749468), (141.3302118 -31.7529166), (141.3276274 -31.7542349), (141.3246784 -31.7551608), (141.3135901 -31.752059), (141.3165754 -31.7592546), (141.316334 -31.7627872), (141.3135552 -31.7637929), (141.3109347 -31.7651725), (141.3073647 -31.76603), (141.3036311 -31.7728345), (141.3007128 -31.7737512), (141.2959653 -31.7773311), (141.2993985 -31.7778122), (141.3073178 -31.7815652), (141.3048112 -31.7830906), (141.2826616 -31.8080442), (141.2847698 -31.8070777), (141.2870872 -31.803932), (141.2856281 -31.7961541), (141.2865722 -31.7931175), (141.2925857 -31.7936327), (141.2971616 -31.787427), (141.294592 -31.7887311), (141.23786273773814 -31.832292945997253), (141.24628980116464 -31.78140682636245), (141.32465824012715 -31.732142456118176), (141.2452350636933 -31.810314391527765))",{GE},"{""GE 3.4-130""}",,{3.4},{110.0},{58}
Snowtown Wind Farm Stage 1,Wind Turbine - Onshore,Wind - Wind,100.8,Operational,,Australia,South Australia,,,POINT (138.1403774599568 -33.71353834142674),-33.711237,138.1455573,,,,"MULTIPOINT ((138.1219213 -33.7867441), (138.1222003 -33.768087), (138.1204193 -33.7744905), (138.1275647 -33.7749899), (138.1306739 -33.7404369), (138.1226938 -33.7837836), (138.1237759 -33.7633523), (138.1255691 -33.7768092), (138.1237882 -33.7816247), (138.1326899 -33.7726899), (138.1301804 -33.7737949), (138.1285496 -33.7833725), (138.1380543 -33.7408999), (138.126406 -33.7601311), (138.1356296 -33.7433632), (138.1211703 -33.7714226), (138.1340846 -33.794233), (138.1226509 -33.7955883), (138.1349461 -33.7532486), (138.1231873 -33.7781469), (138.1325397 -33.7598278), (138.12308 -33.7915412), (138.1222217 -33.7987444), (138.1329903 -33.7557068), (138.148116 -33.7117003), (138.150474 -33.7102528), (138.1534174 -33.7096441), (138.1556941 -33.7079396), (138.158296 -33.7069385), (138.1597595 -33.7034888), (138.162833 -33.7027718), (138.164134 -33.6969001), (138.1674839 -33.6973872), (138.1700533 -33.6961831), (138.1722487 -33.6934771), (138.1736634 -33.690771), (138.1747855 -33.6880648), (138.1760214 -33.6853992), (138.178168 -33.6822869), (138.1773711 -33.6779024), (138.1782981 -33.6739102), (138.1776801 -33.6703103), (138.1776815 -33.6669649), (138.1775338 -33.6631506), (138.1782017 -33.6594832), (138.176493 -33.655855), (138.1764442 -33.6524844), (138.1789973 -33.6496823))",{Suzlon},"{S88/2100,S95/2100}",,"{2.1,2.1}",,"{47,1}"
Snowtown Wind Farm Stage 2 North,Wind Turbine - Onshore,Wind - Wind,270.0,Operational,,Australia,South Australia,,,POINT (138.14017352 -33.71395594),-33.71395594,138.1401735,,,TBC with S3,"MULTIPOINT ((138.1236388 -33.8937805), (138.124583 -33.8912868), (138.1240465 -33.8884369), (138.1231239 -33.8853731), (138.1226732 -33.8825585), (138.1221797 -33.8795301), (138.1214287 -33.8766976), (138.1212141 -33.873865), (138.1203987 -33.8710322), (138.1203773 -33.8682885), (138.1202914 -33.865509), (138.1204202 -33.8628008), (138.1198837 -33.8598073), (138.1200554 -33.8570454), (138.1197765 -33.8541943), (138.1198194 -33.8513253), (138.120034 -33.8482245), (138.1208493 -33.8455513), (138.1246259 -33.8457473), (138.124583 -33.8426642), (138.1307413 -33.8458899), (138.1300332 -33.8427889), (138.1282093 -33.8398839), (138.1191327 -33.8388858), (138.1859635 -33.6524214), (138.1848839 -33.6564709), (138.1812432 -33.6568936), (138.1819152 -33.6601388), (138.1982231 -33.6673539), (138.1953048 -33.6686755), (138.1924295 -33.6699255), (138.1873655 -33.6660681), (138.1847477 -33.6679611), (138.1816577 -33.6684254), (138.1822156 -33.6731042), (138.1870222 -33.6816396), (138.1831598 -33.6812111), (138.1804685 -33.6868272), (138.179512 -33.6922809), (138.1770658 -33.6946375), (138.178997 -33.6980295), (138.1814003 -33.7006359), (138.1824731 -33.7045989), (138.1772804 -33.7042418), (138.1751775 -33.7011357), (138.1717014 -33.6996719), (138.1710147 -33.7039919), (138.1673669 -33.7044918), (138.1771946 -33.7103109), (138.1737184 -33.7109892), (138.1702423 -33.7097398), (138.1666374 -33.7090972), (138.1628179 -33.7088116), (138.1587839 -33.7111677), (138.1393969 -33.7241166), (138.1335649 -33.7339766), (138.1333468 -33.7368503), (138.13694 -33.7274806), (138.13591 -33.7305501), (138.1398274 -33.7371329), (138.1447076 -33.7357608), (138.1438923 -33.7398649), (138.142519 -33.74429), (138.1447506 -33.7495177), (138.1520462 -33.7487327), (138.1568742 -33.7469128), (138.1611228 -33.745985), (138.1565308 -33.7509093), (138.1643843 -33.7554766), (138.1612086 -33.7532465), (138.1558442 -33.7542456), (138.1544494 -33.7589375), (138.1556296 -33.7635043), (138.1533551 -33.7673217), (138.1562304 -33.7706751), (138.159213 -33.7733328), (138.1622386 -33.7756694), (138.1343221 -33.7864595), (138.1382489 -33.7869232), (138.1418109 -33.7857996), (138.145287 -33.7855321), (138.1283998 -33.7987639), (138.1278419 -33.8020448), (138.1376481 -33.8063419), (138.1410599 -33.8092481), (138.1337535 -33.8064578), (138.1281316 -33.8062706), (138.1290487 -33.8095632), (138.1295693 -33.8129386), (138.1286359 -33.8163081))","{Siemens,Siemens}","{SWT-108-3.0,SWT-101-3.0}",,"{3.0,3.0,NULL}",,"{80,10}"
Snowy Plains Wind Farm (Berridale) ,Wind Turbine - Onshore,Wind - Wind,26.0,Abandoned,,Australia,New South Wales,,,POINT (148.565 -36.154),,,,,Source: Wikipedia https://en.wikipedia.org/wiki/List_of_wind_farms_in_New_South_Wales,,{},{},{},{},{},{}
South Pacific Offshore Wind Project,Wind Turbine - Offshore,Wind - Wind,,Development,,Australia,New South Wales,2033-01-06,,,,,,,,,,,,,,
Southern Winds Offshore Wind,Wind Turbine - Offshore,Wind - Wind,1155.0,Development,,Australia,Victoria,2031-01-12,,,,,,,,,,,,,,
Specimen Hill Wind Farm,Wind Turbine - Onshore,Wind - Wind,336.0,Development,,Australia,Queensland,,,POINT (150.79288 -24.227476),-24.227476,150.79288,,,,,,,,,,
Spicers Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,702.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Spinifex Offshore Wind Farm,Wind Turbine - Offshore,Wind - Wind,1005.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Springlands Wind Farm ,Wind Turbine - Onshore,Wind - Wind,481.8,Development,,Australia,Queensland,,,POINT (147.932863 -20.557918),-20.557918,147.932863,,,,,,,,,,
St Patricks Plains Wind Farm,Wind Turbine - Onshore,Wind - Wind,291.4,Development,,Australia,Tasmania,,,,,,,,,,,,,,,
Star of the South Wind Farm,Wind Turbine - Offshore,Wind - Wind,2205.0,Development,,Australia,Victoria,2032-01-03,,,,,,,,,,,,,,
Starfish Hill Wind Farm,Wind Turbine - Onshore,Wind - Wind,33.0,Operational,,Australia,South Australia,,,POINT (138.143238 -35.567765),-35.567765,138.143238,,,,"MULTIPOINT ((138.1319194992367 -35.55399396645219), (138.13072956924407 -35.55603000051508), (138.1305029159121 -35.55845780749607), (138.13061624257807 -35.56056287174628), (138.12747142759753 -35.56141563751341), (138.13001183369292 -35.56268324553357), (138.12658370204747 -35.563566718054396), (138.12929409814183 -35.56448090980044), (138.12831193370346 -35.56724646839049), (138.13094677868716 -35.56991975096414), (138.1309278909095 -35.572270322288546), (138.13094677868716 -35.574559374482455), (138.13062568646694 -35.57681763704538), (138.1299740581376 -35.578505531515255), (138.15395209187824 -35.57720360922485), (138.15500508548283 -35.5752487658085), (138.15616668380898 -35.57338221067627), (138.15689386324894 -35.571719173273785), (138.15944371323314 -35.571811351770265), (138.15751715991172 -35.568254721216654), (138.15895263101396 -35.56672601291921), (138.15946260101077 -35.56483621260167))","{""Neg Micon""}",{NM64c/1500},"{""""}",{1.5},{},{22}
Stockyard Hill Wind Farm p1,Wind Turbine - Onshore,Wind - Wind,511.0,Operational,,Australia,Victoria,2022-01-05,,POINT (143.2964448 -37.5506849),-37.5506849,143.2964448,,https://www.stockyardhillwindfarm.com.au/,TODO total capacity is unclear,"MULTIPOINT ((143.2540102 -37.5661015), (143.244611 -37.5649462), (143.2410416 -37.5689292), (143.2496116 -37.5690516), (143.2462387 -37.5728047), (143.250811 -37.5755982), (143.3776063 -37.4811009), (143.3799409 -37.4855008), (143.3720444 -37.4816458), (143.3731602 -37.4859503), (143.3883008 -37.4843566), (143.3884381 -37.4798885), (143.4004716 -37.4803653), (143.401965 -37.4866995), (143.3755635 -37.4920524), (143.3671177 -37.49178), (143.3584832 -37.4907857), (143.3521489 -37.4922022), (143.3462781 -37.4931965), (143.3581399 -37.4952667), (143.3555993 -37.4863862), (143.3551529 -37.4817957), (143.3499344 -37.4866858), (143.3444069 -37.4884974), (143.3378666 -37.4890287), (143.3529385 -37.4775318), (143.3417119 -37.4950897), (143.3452653 -37.4982902), (143.337695 -37.4973233), (143.3323735 -37.4975276), (143.3304337 -37.5025257), (143.3265198 -37.4989303), (143.377293 -37.5190667), (143.3833183 -37.5199381), (143.3748725 -37.5232601), (143.3804344 -37.5245943), (143.3920044 -37.5203466), (143.3990081 -37.5237639), (143.4055484 -37.526228), (143.4125522 -37.5262553), (143.4001453 -37.5293739), (143.3935706 -37.5277488), (143.3969519 -37.5354409), (143.3912139 -37.534155), (143.3877814 -37.5389075), (143.3881571 -37.5277623), (143.2945748 -37.4611195), (143.2919055 -37.4561731), (143.2962142 -37.4518124), (143.3018962 -37.4547832), (143.3075095 -37.4564729), (143.3132087 -37.4574677), (143.2834941 -37.4579446), (143.3537023 -37.5693479), (143.3671777 -37.5736609), (143.373615 -37.5675518), (143.3129413 -37.4705903), (143.2950628 -37.4662236), (143.4504702 -37.6284132), (143.442857 -37.6254357), (143.4358961 -37.6216968), (143.4305489 -37.6200652), (143.4291069 -37.6156596), (143.4236824 -37.6174137), (143.4199402 -37.6208198), (143.4142754 -37.6193377), (143.4148848 -37.6238858), (143.420232 -37.6255445), (143.425502 -37.6238858), (143.4065721 -37.632682), (143.4125116 -37.6318527), (143.4099881 -37.6284268), (143.4171807 -37.6295416), (143.4054906 -37.6230564), (143.4047181 -37.6277198), (143.4003064 -37.6259116), (143.3956544 -37.6233963), (143.3913629 -37.6201603), (143.3864877 -37.6226077), (143.4074272 -37.6456681), (143.4065173 -37.6500583), (143.4135383 -37.651132), (143.4152377 -37.646504), (143.4214433 -37.6489574), (143.4252027 -37.6526066), (143.4308847 -37.6533677), (143.4316314 -37.6488758), (143.3960057 -37.6430705), (143.2386242 -37.4540764), (143.2262302 -37.4516234), (143.2252518 -37.4474941), (143.2312084 -37.4462539), (143.2569576 -37.4566655), (143.254726 -37.4610804), (143.3170127 -37.555953), (143.3112449 -37.5587155), (143.3051509 -37.5597225), (143.2993488 -37.5599266), (143.3094596 -37.5649886), (143.3049106 -37.5694515), (143.3090133 -37.5516798), (143.3196563 -37.5290984), (143.2852895 -37.5328099), (143.2932031 -37.5392621), (143.2990567 -37.5386223), (143.2743633 -37.5953482), (143.2657802 -37.5914037), (143.2674796 -37.5788751), (143.2847831 -37.5796505), (143.2825515 -37.5733379), (143.2571177 -37.5718651), (143.2636237 -37.5747358), (143.2700782 -37.5739875), (143.2648425 -37.5706405), (143.2753138 -37.5661232), (143.2734427 -37.5701779), (143.2816825 -37.5678921), (143.2796225 -37.5623677), (143.2603278 -37.5667491), (143.2574954 -37.5768038), (143.2879996 -37.5629256), (143.2957244 -37.5663682), (143.2768931 -37.5579928), (143.2833819 -37.5574893), (143.2915358 -37.5582241), (143.2882399 -37.5525629), (143.2842574 -37.5489291), (143.2780261 -37.5511883), (143.2978701 -37.5744841), (143.2909522 -37.5715861), (143.2908663 -37.5771371), (143.2770819 -37.5753684), (143.3108466 -37.5348633), (143.3055079 -37.5371502), (143.3088038 -37.5427717), (143.2967532 -37.5447453), (143.3029502 -37.5419687), (143.3153784 -37.5433842), (143.3039458 -37.5481071), (143.2957232 -37.5528568), (143.302933 -37.5537414), (143.292496 -37.5475899), (143.4183597 -37.6155742), (143.4102058 -37.6162031), (143.4052276 -37.6187696), (143.3739853 -37.6369535), (143.369286 -37.6295785), (143.374865 -37.628236), (143.4081673 -37.6392814))",{Goldwind},{GW140-3.57},,{3.57},,{149}
Stony Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,400.0,Development,,Australia,Queensland,,,POINT (151.8991 -25.4928),-25.4928,151.8991,,,,,,,,,,
Taralga Wind Farm,Wind Turbine - Onshore,Wind - Wind,106.8,Operational,,Australia,New South Wales,,,POINT (149.85764 -34.427076),-34.427076,149.85764,,https://www.taralga-windfarm.com.au/,,"MULTIPOINT ((149.8649955 -34.4198676), (149.8647594 -34.4172479), (149.8660254 -34.4160442), (149.8678708 -34.4139908), (149.8679566 -34.4122382), (149.8676133 -34.4106627), (149.8655534 -34.3907979), (149.8623132 -34.3916124), (149.8820972 -34.3861585), (149.8815179 -34.3891688), (149.8774409 -34.4055996), (149.8762178 -34.407246), (149.8755312 -34.4085738), (149.8897791 -34.4187525), (149.8893499 -34.4203987), (149.8883629 -34.4220625), (149.8864746 -34.4266291), (149.8861956 -34.4282928), (149.8859167 -34.429868), (149.8858094 -34.4314963), (149.8856377 -34.4331422), (149.8856807 -34.4348589), (149.8860883 -34.437018), (149.8857665 -34.4386992), (149.885509 -34.4404688), (149.8737073 -34.4366817), (149.8732352 -34.4349297), (149.8726988 -34.433036), (149.8727417 -34.4310538), (149.8727631 -34.4286468), (149.8470139 -34.423213), (149.8489237 -34.4223634), (149.8528933 -34.4208058), (149.8508549 -34.4216731), (149.8551249 -34.4205049), (149.8640942 -34.4213014), (149.8638153 -34.4231245), (149.8635149 -34.4249299), (149.8629784 -34.4288592), (149.8632359 -34.4271601), (149.862442 -34.430806), (149.8640299 -34.4397964), (149.861412 -34.4412121), (149.8595667 -34.4449282), (149.8601246 -34.4430171), (149.8538589 -34.4490866), (149.8527002 -34.4469632), (149.8527646 -34.4447159), (149.8532152 -34.4424154), (149.849031 -34.4348412), (149.8490524 -34.4333546))","{Vestas,""{Vestas}"",""{Vestas}""}","{V90-2.0MW,V100-1.8MW,V90-3.0MW}",,"{2.0,1.8,3.0}",,"{21,21,9}"
Tarong West Wind Farm (Ironleaf),Wind Turbine - Onshore,Wind - Wind,436.5,Development,,Australia,Queensland,,,,,,,,,,,,,,,
Ten Mile Lagoon Wind Farm,Wind Turbine - Onshore,Wind - Wind,2.025,Operational,,Australia,Western Australia,,,POINT (121.7668816 -33.8800706),,,,,,"MULTIPOINT ((121.7596166 -33.8757122), (121.7621385 -33.876165), (121.7666575 -33.8779846), (121.7631718 -33.8781311), (121.768873 -33.8794332), (121.7690857 -33.8810049), (121.7741466 -33.881031), (121.770985 -33.8832666), (121.7735736 -33.884429))",{Vestas},{V27},{},{0.225},{31.5},{9}
Theodore Wind Farm,Wind Turbine - Onshore,Wind - Wind,1152.0,Development,,Australia,Queensland,,,POINT (150.4315211 -24.9448554),,,,,,MULTIPOINT ((150.4315211 -24.9448554)),,,,,,
Thunderbolt Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Thursday Island Wind Farm,Wind Turbine - Onshore,Wind - Wind,0.46,Operational,,Australia,Queensland,,,POINT (142.2274472 -10.5775769),,,,,,"MULTIPOINT ((142.2273172639283 -10.577864288095878), (142.22768758173277 -10.577318889124607))",{Vestas},{V27/225},"{""""}",{0.23},{},{2}
Timboon West Wind Farm,Wind Turbine - Onshore,Wind - Wind,7.2,Operational,,Australia,Victoria,2018-01-12,,POINT (142.9154966 -38.5295189),-38.5295189,142.9154966,,,,"MULTIPOINT ((142.914442 -38.5364003), (142.9160069 -38.5289345))",{Vestas},"{""V126 3.6MW""}","{""""}",{3.6},{},{2}
Toora Wind Farm,Wind Turbine - Onshore,Wind - Wind,21.0,Operational,,Australia,Victoria,,,POINT (146.344132 -38.64506),-38.64506,146.344132,,,,"MULTIPOINT ((146.34240255088523 -38.64296229675337), (146.3425688690571 -38.63865100412743), (146.34328611617306 -38.63531789677325), (146.33987659365087 -38.633103182493485), (146.34059903820975 -38.650242596159444), (146.33892546160584 -38.65326247540669), (146.3403703507235 -38.6564445760037), (146.33523527716864 -38.656866680769504), (146.34631102792306 -38.65454913259437), (146.34779229914082 -38.656976265253896), (146.35034944103248 -38.65328276986347), (146.34236876750666 -38.64082901064241))",{Vestas},{V66/1750},"{""""}",{1.75},{},{12}
Triabunna Wind Farm,Wind Turbine - Onshore,Wind - Wind,30.0,Development,,Australia,Tasmania,,,,,,,,,,,,,,,
Twin Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,302.4,Development,,Australia,South Australia,,,,,,,,,,,,,,,
Ulladulla Offshore Wind Farm,Wind Turbine - Offshore,Wind - Wind,2000.0,Development,,Australia,New South Wales,2035-01-01,,,,,,,,,,,,,,
Upper Burdekin Wind Farm - Wind,Wind Turbine - Onshore,Wind - Wind,408.0,Development,,Australia,Queensland,,,POINT (145.626171 -18.75032),-18.75032,145.626171,,,,,,,,,,
Upper Hunter Energy Park - Wind,Wind Turbine - Onshore,Wind - Wind,79.8,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Uungula Wind Farm,Wind Turbine - Onshore,Wind - Wind,414.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Walkaway Wind Farm,Wind Turbine - Onshore,Wind - Wind,89.1,Operational,,Australia,Western Australia,,,POINT (114.8927165 -28.9024923),,,,https://www.infigenenergy.com/our-assets/owned-renewable-energy-assets/alinta,,"MULTIPOINT ((114.8739792 -28.8867771), (114.8856629 -28.8937645), (114.878024 -28.8943281), (114.8996426 -28.8920643), (114.8745586 -28.8952393), (114.8761036 -28.8831698), (114.8944177 -28.8910968), (114.8827125 -28.8918671), (114.8970033 -28.8971278), (114.8889352 -28.8956714), (114.8794402 -28.8903172), (114.8711576 -28.8973532), (114.8914136 -28.8990622), (114.8680998 -28.8989683), (114.85927 -28.8977942), (114.8612119 -28.9004148), (114.8970489 -28.9047707), (114.9373621 -28.9061768), (114.8808296 -28.9080832), (114.9046738 -28.910138), (114.9302156 -28.9107993), (114.9080427 -28.9116125), (114.8994801 -28.9119935), (114.9112431 -28.9126815), (114.9334156 -28.914014), (114.9145558 -28.9141314), (114.8854993 -28.9163063), (114.9124982 -28.9216397), (114.9312279 -28.9234527), (114.9412886 -28.9245959), (114.9435476 -28.9269138), (114.9345619 -28.9274897), (114.9480341 -28.9294538), (114.9252768 -28.9294503), (114.9369849 -28.9296172), (114.9250294 -28.8937994), (114.8939328 -28.9024408), (114.9367013 -28.9167564), (114.9267903 -28.9203883), (114.9455447 -28.9379125), (114.9499704 -28.9391306), (114.9412894 -28.9396616), (114.9573605 -28.9415882), (114.9629802 -28.9515731), (114.9523897 -28.9526478), (114.9498455 -28.9590343), (114.9467086 -28.9602747), (114.9434111 -28.9610329), (114.9399431 -28.9613399), (114.9535762 -28.9623647), (114.9580941 -28.9645045), (114.9320968 -28.8967893), (114.9077269 -28.8950548), (114.8840768 -28.909009))",{Vestas},{V82-1.65},{},{1.65},{},{54}
Wambo Wind Farm,Wind Turbine - Onshore,Wind - Wind,252.0,Development,,Australia,Queensland,2025-01-02,,POINT (151.25186 -26.683),-26.683,151.25186,,,,,,,,,,
Wambo Wind Farm Stage 2,Wind Turbine - Onshore,Wind - Wind,248.0,Development,,Australia,Queensland,,,POINT (151.25186 -26.683),-26.683,151.25186,,,,,,,,,,
Warracknabeal Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Warradarge Wind Farm,Wind Turbine - Onshore,Wind - Wind,183.6,Operational,,Australia,Western Australia,,,POINT (115.49 -29.98),,,,,,"MULTIPOINT ((115.4704719 -29.9676405), (115.4714804 -29.9715255), (115.4817157 -29.9814232), (115.477392 -29.9852705), (115.4740983 -29.9876309), (115.4860395 -29.9840903), (115.4720061 -29.9910412), (115.4707509 -29.996793), (115.4951161 -29.9820459), (115.4907387 -29.977994), (115.4969936 -29.9766371), (115.5061882 -29.9783564), (115.5063384 -29.9727337), (115.4973666 -29.9677666), (115.4949742 -29.9646146), (115.5019534 -29.9563725), (115.5142415 -29.9603833), (115.4874994 -29.954177), (115.4776321 -29.9600644), (115.4741778 -29.9560536), (115.4759616 -29.950767), (115.4889009 -29.9488044), (115.4845123 -29.9447932), (115.4884054 -29.9431617), (115.4930913 -29.9396778), (115.5000989 -29.941935), (115.4968428 -29.9355558), (115.5205413 -29.9392239), (115.5232877 -29.9351509), (115.5287381 -29.9354699), (115.5312438 -29.9324028), (115.5356891 -29.9294706), (115.537487 -29.9252378), (115.5241088 -29.9265751), (115.4795574 -29.9427692), (115.4743336 -29.9449895), (115.4700157 -29.9463756), (115.4700016 -29.9505585), (115.4622437 -29.9472098), (115.4524047 -29.9452839), (115.4520083 -29.9533061), (115.4599786 -29.9642099), (115.4680904 -29.9639033), (115.465613 -29.9749163), (115.4516827 -29.9720589), (115.4879949 -29.9949401), (115.4947476 -29.9937999), (115.5001414 -29.9927209), (115.5038363 -29.9905752), (115.5059598 -29.9872033), (115.5154449 -29.9499697))",{Vestas},"{"" V136-3.6MW""}",{},{3.6},{84.0},{51}
Waterloo Wind Farm1,Wind Turbine - Onshore,Wind - Wind,111.0,Operational,,Australia,South Australia,,,POINT (138.91090601932663 -34.00135581898876),-34.00102479,138.9109315,,,,"MULTIPOINT ((138.9163363 -34.003587), (138.9164436 -34.0061129), (138.9165723 -34.0086299), (138.9163577 -34.0111823), (138.916862 -34.0136546), (138.9157569 -34.0160913), (138.9158106 -34.0185635), (138.9149844 -34.0210712), (138.9150381 -34.0236322), (138.9138365 -34.0258997), (138.9152205 -34.0280693), (138.9147699 -34.0331729), (138.914169 -34.0356268), (138.913697 -34.0381785), (138.9132786 -34.0406234), (138.9129567 -34.0431571), (138.9123881 -34.0457352), (138.9176472 -33.9649759), (138.9170214 -33.9675089), (138.9175071 -33.970313), (138.9174323 -33.9776791), (138.9174323 -33.9803201), (138.9175911 -33.9838208), (138.9172922 -33.98633), (138.9168439 -33.9888547), (138.916545 -33.9913948), (138.9166291 -33.9938805), (138.9167038 -33.9963972), (138.9167132 -33.9989293), (138.9163863 -34.0013684), (138.9107144 -33.9205626), (138.9114118 -33.9181944), (138.9103067 -33.9159063), (138.9110577 -33.9128256), (138.9098775 -33.9098695), (138.908751 -33.9069044), (138.909738 -33.9045804))",{Vestas},"{"" V90/3000""}","{""""}",{3.0},{},{37}
